com.android.db.AllDataMailBody -> com.android.a.a:
    boolean foldEncodedWords -> foldEncodedWords
    boolean foldText -> foldText
    java.lang.String defaultJavaCharset -> defaultJavaCharset
    java.lang.String defaultMIMECharset -> defaultMIMECharset
    java.util.Hashtable mime2java -> mime2java
    java.util.Hashtable java2mime -> java2mime
    int ALL_ASCII -> ALL_ASCII
    int MOSTLY_ASCII -> MOSTLY_ASCII
    int MOSTLY_NONASCII -> MOSTLY_NONASCII
    java.lang.String getEncoding(javax.activation.DataSource) -> getEncoding
    java.lang.String getEncoding(javax.activation.DataHandler) -> getEncoding
    java.io.InputStream decode(java.io.InputStream,java.lang.String) -> decode
    java.io.OutputStream encode(java.io.OutputStream,java.lang.String) -> encode
    java.io.OutputStream encode(java.io.OutputStream,java.lang.String,java.lang.String) -> encode
    java.lang.String encodeText(java.lang.String) -> encodeText
    java.lang.String encodeText(java.lang.String,java.lang.String,java.lang.String) -> encodeText
    java.lang.String decodeText(java.lang.String) -> decodeText
    java.lang.String encodeWord(java.lang.String) -> encodeWord
    java.lang.String encodeWord(java.lang.String,java.lang.String,java.lang.String) -> encodeWord
    java.lang.String encodeWord(java.lang.String,java.lang.String,java.lang.String,boolean) -> encodeWord
    void doEncode(java.lang.String,boolean,java.lang.String,int,java.lang.String,boolean,boolean,java.lang.StringBuffer) -> doEncode
    java.lang.String decodeWord(java.lang.String) -> decodeWord
    java.lang.String decodeInnerWords(java.lang.String) -> decodeInnerWords
    java.lang.String quote(java.lang.String,java.lang.String) -> quote
    java.lang.String fold(int,java.lang.String) -> fold
    java.lang.String unfold(java.lang.String) -> unfold
    int indexOfAny(java.lang.String,java.lang.String) -> indexOfAny
    int indexOfAny(java.lang.String,java.lang.String,int) -> indexOfAny
    java.lang.String javaCharset(java.lang.String) -> javaCharset
    java.lang.String mimeCharset(java.lang.String) -> mimeCharset
    java.lang.String getDefaultJavaCharset() -> getDefaultJavaCharset
    java.lang.String getDefaultMIMECharset() -> getDefaultMIMECharset
    void loadMappings(com.sun.mail.util.LineInputStream,java.util.Hashtable) -> loadMappings
    int checkAscii(java.lang.String) -> checkAscii
    int checkAscii(byte[]) -> checkAscii
    int checkAscii(java.io.InputStream,int,boolean) -> checkAscii
    boolean nonascii(int) -> nonascii
javax.mail.internet.MimeUtility$1NullInputStream -> javax.mail.internet.MimeUtility$1NullInputStream:
    int read() -> read
javax.mail.internet.NewsAddress -> javax.mail.internet.NewsAddress:
    java.lang.String newsgroup -> newsgroup
    java.lang.String host -> host
    long serialVersionUID -> serialVersionUID
    java.lang.String getType() -> getType
    void setNewsgroup(java.lang.String) -> setNewsgroup
    java.lang.String getNewsgroup() -> getNewsgroup
    void setHost(java.lang.String) -> setHost
    java.lang.String getHost() -> getHost
    java.lang.String toString() -> toString
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
    java.lang.String toString(javax.mail.Address[]) -> toString
    javax.mail.internet.NewsAddress[] parse(java.lang.String) -> parse
javax.mail.internet.ParameterList -> javax.mail.internet.ParameterList:
    java.util.Map list -> list
    java.util.Set multisegmentNames -> multisegmentNames
    java.util.Map slist -> slist
    java.lang.String lastName -> lastName
    boolean encodeParameters -> encodeParameters
    boolean decodeParameters -> decodeParameters
    boolean decodeParametersStrict -> decodeParametersStrict
    boolean applehack -> applehack
    char[] hex -> hex
    void putEncodedName(java.lang.String,java.lang.String) -> putEncodedName
    void combineMultisegmentNames(boolean) -> combineMultisegmentNames
    int size() -> size
    java.lang.String get(java.lang.String) -> get
    void set(java.lang.String,java.lang.String) -> set
    void set(java.lang.String,java.lang.String,java.lang.String) -> set
    void remove(java.lang.String) -> remove
    java.util.Enumeration getNames() -> getNames
    java.lang.String toString() -> toString
    java.lang.String toString(int) -> toString
    java.lang.String quote(java.lang.String) -> quote
    javax.mail.internet.ParameterList$Value encodeValue(java.lang.String,java.lang.String) -> encodeValue
    javax.mail.internet.ParameterList$Value decodeValue(java.lang.String) -> decodeValue
    java.lang.String decodeBytes(java.lang.String,java.lang.String) -> decodeBytes
    java.lang.String access$0(java.lang.String) -> access$0
javax.mail.internet.ParameterList$MultiValue -> javax.mail.internet.ParameterList$MultiValue:
    java.lang.String value -> value
javax.mail.internet.ParameterList$ParamEnum -> javax.mail.internet.ParameterList$ParamEnum:
    java.util.Iterator it -> it
    boolean hasMoreElements() -> hasMoreElements
    java.lang.Object nextElement() -> nextElement
javax.mail.internet.ParameterList$ToStringBuffer -> javax.mail.internet.ParameterList$ToStringBuffer:
    int used -> used
    java.lang.StringBuffer sb -> sb
    void addNV(java.lang.String,java.lang.String) -> addNV
    java.lang.String toString() -> toString
javax.mail.internet.ParameterList$Value -> javax.mail.internet.ParameterList$Value:
    java.lang.String value -> value
    java.lang.String charset -> charset
    java.lang.String encodedValue -> encodedValue
javax.mail.internet.ParseException -> javax.mail.internet.ParseException:
    long serialVersionUID -> serialVersionUID
javax.mail.internet.PreencodedMimeBodyPart -> javax.mail.internet.PreencodedMimeBodyPart:
    java.lang.String encoding -> encoding
    java.lang.String getEncoding() -> getEncoding
    void writeTo(java.io.OutputStream) -> writeTo
    void updateHeaders() -> updateHeaders
javax.mail.internet.SharedInputStream -> javax.mail.internet.SharedInputStream:
    long getPosition() -> getPosition
    java.io.InputStream newStream(long,long) -> newStream
javax.mail.internet.UniqueValue -> javax.mail.internet.UniqueValue:
    int id -> id
    java.lang.String getUniqueBoundaryValue() -> getUniqueBoundaryValue
    java.lang.String getUniqueMessageIDValue(javax.mail.Session) -> getUniqueMessageIDValue
    int getUniqueId() -> getUniqueId
javax.mail.search.AddressStringTerm -> javax.mail.search.AddressStringTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Address) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.AddressTerm -> javax.mail.search.AddressTerm:
    javax.mail.Address address -> address
    long serialVersionUID -> serialVersionUID
    javax.mail.Address getAddress() -> getAddress
    boolean match(javax.mail.Address) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.AndTerm -> javax.mail.search.AndTerm:
    javax.mail.search.SearchTerm[] terms -> terms
    long serialVersionUID -> serialVersionUID
    javax.mail.search.SearchTerm[] getTerms() -> getTerms
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.BodyTerm -> javax.mail.search.BodyTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean matchPart(javax.mail.Part) -> matchPart
    boolean equals(java.lang.Object) -> equals
javax.mail.search.ComparisonTerm -> javax.mail.search.ComparisonTerm:
    int LE -> LE
    int LT -> LT
    int EQ -> EQ
    int NE -> NE
    int GT -> GT
    int GE -> GE
    int comparison -> comparison
    long serialVersionUID -> serialVersionUID
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.DateTerm -> javax.mail.search.DateTerm:
    java.util.Date date -> date
    long serialVersionUID -> serialVersionUID
    java.util.Date getDate() -> getDate
    int getComparison() -> getComparison
    boolean match(java.util.Date) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.FlagTerm -> javax.mail.search.FlagTerm:
    boolean set -> set
    javax.mail.Flags flags -> flags
    long serialVersionUID -> serialVersionUID
    javax.mail.Flags getFlags() -> getFlags
    boolean getTestSet() -> getTestSet
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.FromStringTerm -> javax.mail.search.FromStringTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.FromTerm -> javax.mail.search.FromTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.HeaderTerm -> javax.mail.search.HeaderTerm:
    java.lang.String headerName -> headerName
    long serialVersionUID -> serialVersionUID
    java.lang.String getHeaderName() -> getHeaderName
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.IntegerComparisonTerm -> javax.mail.search.IntegerComparisonTerm:
    int number -> number
    long serialVersionUID -> serialVersionUID
    int getNumber() -> getNumber
    int getComparison() -> getComparison
    boolean match(int) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.MessageIDTerm -> javax.mail.search.MessageIDTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.MessageNumberTerm -> javax.mail.search.MessageNumberTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.NotTerm -> javax.mail.search.NotTerm:
    javax.mail.search.SearchTerm term -> term
    long serialVersionUID -> serialVersionUID
    javax.mail.search.SearchTerm getTerm() -> getTerm
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.OrTerm -> javax.mail.search.OrTerm:
    javax.mail.search.SearchTerm[] terms -> terms
    long serialVersionUID -> serialVersionUID
    javax.mail.search.SearchTerm[] getTerms() -> getTerms
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.ReceivedDateTerm -> javax.mail.search.ReceivedDateTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.RecipientStringTerm -> javax.mail.search.RecipientStringTerm:
    javax.mail.Message$RecipientType type -> type
    long serialVersionUID -> serialVersionUID
    javax.mail.Message$RecipientType getRecipientType() -> getRecipientType
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.RecipientTerm -> javax.mail.search.RecipientTerm:
    javax.mail.Message$RecipientType type -> type
    long serialVersionUID -> serialVersionUID
    javax.mail.Message$RecipientType getRecipientType() -> getRecipientType
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.SearchException -> javax.mail.search.SearchException:
    long serialVersionUID -> serialVersionUID
javax.mail.search.SearchTerm -> javax.mail.search.SearchTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
javax.mail.search.SentDateTerm -> javax.mail.search.SentDateTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.SizeTerm -> javax.mail.search.SizeTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.search.StringTerm -> javax.mail.search.StringTerm:
    java.lang.String pattern -> pattern
    boolean ignoreCase -> ignoreCase
    long serialVersionUID -> serialVersionUID
    java.lang.String getPattern() -> getPattern
    boolean getIgnoreCase() -> getIgnoreCase
    boolean match(java.lang.String) -> match
    boolean equals(java.lang.Object) -> equals
    int hashCode() -> hashCode
javax.mail.search.SubjectTerm -> javax.mail.search.SubjectTerm:
    long serialVersionUID -> serialVersionUID
    boolean match(javax.mail.Message) -> match
    boolean equals(java.lang.Object) -> equals
javax.mail.util.ByteArrayDataSource -> javax.mail.util.ByteArrayDataSource:
    byte[] data -> data
    int len -> len
    java.lang.String type -> type
    java.lang.String name -> name
    java.io.InputStream getInputStream() -> getInputStream
    java.io.OutputStream getOutputStream() -> getOutputStream
